"No.","Time","Source","Destination","Protocol","Length","Info"
"197","15.350202","10.20.0.165","66.235.133.62","HTTP","847","GET /b/ss/msnportalukhome/1/H.1-pdv-2/1318333896085?[AQB]&c19=fb%3Af%2Ctw%3Af&c7=infopane_hops%3Ana%2Cnewstab%3Anews%2Csocialtg%3Awindowslive%2Cmultimap%3Afindm&c23=&hp=N&c22=False&pageName=UK+Homepage&c3=V15&c2=en-gb&ch=MSFT&c=24&bh=311&bw=619&g=http%3A%2F%2Fuk.msn.com%2F%3Focid%3Diefvrt&s=640x480&k=Y&c29=http%3A%2F%2Fuk.msn.com%2F%3Focid%3Diefvrt&c42=&ct=LAN&v1=10%2F2011&v2=10%2F11%2F2011&t=11%2F9%2F2011+12%3A51%3A36+2+-60&server=Msn.com&cc=GBP&c1=Portal&v=Y&j=1.3&ns=msnportal&[AQE] HTTP/1.1 "
"198","15.423736","10.20.0.110","10.20.0.255","BROWSER","252","Host Announcement XENCENTER, Workstation, Server, NT Workstation, NT Server, Unknown server type:25"
"199","15.450849","10.20.0.165","92.122.126.26","TCP","54","1710  >  80 [ACK] Seq=495 Ack=277 Win=65259 Len=0"
"200","15.522053","66.235.133.62","10.20.0.165","HTTP","690","HTTP/1.1 200 OK  (GIF89a)"
"201","15.669537","10.20.0.165","66.235.133.62","TCP","54","1709  >  80 [ACK] Seq=794 Ack=637 Win=64899 Len=0"
"202","15.984563","10.20.0.165","89.101.160.4","DNS","72","Standard query 0xf8f8 A api.bing.com"
"203","15.999974","89.101.160.4","10.20.0.165","DNS","173","Standard query response 0xf8f8 A api.bing.com CNAME search.ms.com.edgesuite.net CNAME a134.b.akamai.net A 92.122.126.58 A 92.122.126.26"
"204","16.029214","10.20.0.165","92.122.126.58","TCP","62","1711  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"205","16.055961","92.122.126.58","10.20.0.165","TCP","62","80  >  1711 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM"
"206","16.055999","10.20.0.165","92.122.126.58","TCP","54","1711  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"207","16.056429","10.20.0.165","92.122.126.58","HTTP","453","GET /qsonhs.aspx?form=MSN005&q= HTTP/1.1 "
"208","16.081067","92.122.126.58","10.20.0.165","TCP","60","80  >  1711 [ACK] Seq=1 Ack=400 Win=6432 Len=0"
"209","16.192943","92.122.126.58","10.20.0.165","HTTP/JSON","287","HTTP/1.1 200 OK , JavaScript Object Notation (application/json)"
"210","16.325756","10.20.0.165","92.122.126.58","TCP","54","1711  >  80 [ACK] Seq=400 Ack=234 Win=65302 Len=0"
"211","16.377363","fe80::dd51:53a9:d92:f6ac","ff02::1:2","DHCPv6","171","Solicit XID: 0x9e55b9 CID: 0001000115e46c93eacbd946ff3f "
"212","16.521026","10.20.0.165","89.101.160.4","DNS","74","Standard query 0x68e6 A view.atdmt.com"
"213","16.535162","89.101.160.4","10.20.0.165","DNS","90","Standard query response 0x68e6 A view.atdmt.com A 94.245.121.177"
"214","16.535701","10.20.0.165","94.245.121.177","TCP","62","1712  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"215","16.572811","94.245.121.177","10.20.0.165","TCP","62","80  >  1712 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 SACK_PERM"
"216","16.572856","10.20.0.165","94.245.121.177","TCP","54","1712  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"217","16.573292","10.20.0.165","94.245.121.177","HTTP","403","GET /action/msnUK_MSN_Homepage/nc?a=1 HTTP/1.1 "
"218","16.589733","94.245.121.177","10.20.0.165","HTTP","310","HTTP/1.1 200 OK  (GIF89a)"
"219","16.589806","10.20.0.165","94.245.121.177","TCP","54","1712  >  80 [ACK] Seq=350 Ack=258 Win=65279 Len=0"
"220","16.590244","10.20.0.165","94.245.121.177","TCP","54","1712  >  80 [FIN, ACK] Seq=350 Ack=258 Win=65279 Len=0"
"221","16.600954","10.20.0.165","89.101.160.4","DNS","71","Standard query 0x2fe4 A rad.msn.com"
"222","16.605989","94.245.121.177","10.20.0.165","TCP","60","80  >  1712 [ACK] Seq=258 Ack=351 Win=64240 Len=0"
"223","16.616470","89.101.160.4","10.20.0.165","DNS","138","Standard query response 0x2fe4 A rad.msn.com CNAME rad.msn.com.nsatc.net A 94.245.117.45 A 94.245.117.47"
"224","16.617592","10.20.0.165","94.245.117.45","TCP","62","1713  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"225","16.618156","10.20.0.165","94.245.117.45","TCP","62","1714  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"226","16.632213","94.245.117.45","10.20.0.165","TCP","60","80  >  1713 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460"
"227","16.632258","10.20.0.165","94.245.117.45","TCP","54","1713  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"228","16.632651","10.20.0.165","94.245.117.45","HTTP","579","GET /ADSAdClient31.dll?GetSAd=&DPJS=4&PN=MSFT&ID=228E3701CDE567001C403586C9E5679A&MUID=228E3701CDE567001C403586C9E5679A&PG=UK9HPH&AP=1402 HTTP/1.1 "
"229","16.638734","94.245.117.45","10.20.0.165","TCP","60","80  >  1714 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460"
"230","16.638769","10.20.0.165","94.245.117.45","TCP","54","1714  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"231","16.639213","10.20.0.165","94.245.117.45","HTTP","579","GET /ADSAdClient31.dll?GetSAd=&DPJS=4&PN=MSFT&ID=228E3701CDE567001C403586C9E5679A&MUID=228E3701CDE567001C403586C9E5679A&PG=UK9HSB&AP=1390 HTTP/1.1 "
"232","16.733374","94.245.117.45","10.20.0.165","HTTP","1097","HTTP/1.1 200 OK  (text/html)"
"233","16.735908","94.245.117.45","10.20.0.165","TCP","1514","80  >  1714 [ACK] Seq=1 Ack=526 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"234","16.735999","94.245.117.45","10.20.0.165","HTTP","93","HTTP/1.1 200 OK  (text/html)"
"235","16.736103","10.20.0.165","94.245.117.45","TCP","54","1714  >  80 [ACK] Seq=526 Ack=1500 Win=65535 Len=0"
"236","16.872577","10.20.0.165","94.245.117.45","TCP","54","1713  >  80 [ACK] Seq=526 Ack=1044 Win=64492 Len=0"
"237","17.070603","10.20.0.165","89.101.160.4","DNS","73","Standard query 0xdde3 A a.rad.msn.com"
"238","17.085834","89.101.160.4","10.20.0.165","DNS","154","Standard query response 0xdde3 A a.rad.msn.com CNAME rad.msn.com CNAME rad.msn.com.nsatc.net A 94.245.117.45 A 94.245.117.47"
"239","17.086547","10.20.0.165","94.245.117.45","TCP","62","1716  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"240","17.087111","10.20.0.165","94.245.117.45","TCP","62","1715  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"241","17.087671","10.20.0.165","89.101.160.4","DNS","73","Standard query 0x93e1 A b.rad.msn.com"
"242","17.108649","94.245.117.45","10.20.0.165","TCP","60","80  >  1716 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460"
"243","17.108696","10.20.0.165","94.245.117.45","TCP","54","1716  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"244","17.108740","94.245.117.45","10.20.0.165","TCP","60","80  >  1715 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460"
"245","17.108770","10.20.0.165","94.245.117.45","TCP","54","1715  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"246","17.108852","89.101.160.4","10.20.0.165","DNS","154","Standard query response 0x93e1 A b.rad.msn.com CNAME rad.msn.com CNAME rad.msn.com.nsatc.net A 94.245.117.45 A 94.245.117.47"
"247","17.110532","10.20.0.165","94.245.117.45","TCP","62","1717  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"248","17.111147","10.20.0.165","94.245.117.45","TCP","62","1718  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"249","17.111708","10.20.0.165","94.245.117.45","HTTP","579","GET /ADSAdClient31.dll?GetSAd=&DPJS=4&PN=MSFT&ID=228E3701CDE567001C403586C9E5679A&MUID=228E3701CDE567001C403586C9E5679A&PG=UK9REN&AP=1089 HTTP/1.1 "
"250","17.112058","10.20.0.165","94.245.117.45","HTTP","581","GET /ADSAdClient31.dll?GetSAd=&DPJS=4&PN=MSFT&ID=228E3701CDE567001C403586C9E5679A&MUID=228E3701CDE567001C403586C9E5679A&PG=UK9TX2&AP=1455 HTTP/1.1 "
"251","17.112429","10.20.0.165","94.245.117.45","HTTP","581","GET /ADSAdClient31.dll?GetSAd=&DPJS=4&PN=MSFT&ID=228E3701CDE567001C403586C9E5679A&MUID=228E3701CDE567001C403586C9E5679A&PG=UK9TX1&AP=1455 HTTP/1.1 "
"252","17.130253","94.245.117.45","10.20.0.165","TCP","60","80  >  1718 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460"
"253","17.130290","10.20.0.165","94.245.117.45","TCP","54","1718  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"254","17.130334","94.245.117.45","10.20.0.165","TCP","60","80  >  1717 [SYN, ACK] Seq=0 Ack=1 Win=8190 Len=0 MSS=1460"
"255","17.130363","10.20.0.165","94.245.117.45","TCP","54","1717  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"256","17.130926","10.20.0.165","94.245.117.45","HTTP","581","GET /ADSAdClient31.dll?GetSAd=&DPJS=4&PN=MSFT&ID=228E3701CDE567001C403586C9E5679A&MUID=228E3701CDE567001C403586C9E5679A&PG=UK9TX3&AP=1455 HTTP/1.1 "
"257","17.131072","94.245.117.45","10.20.0.165","TCP","1514","80  >  1715 [ACK] Seq=1 Ack=528 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"258","17.131125","94.245.117.45","10.20.0.165","HTTP","298","HTTP/1.1 200 OK  (text/html)"
"259","17.131179","10.20.0.165","94.245.117.45","TCP","54","1715  >  80 [ACK] Seq=528 Ack=1705 Win=65535 Len=0"
"260","17.131666","10.20.0.165","94.245.117.45","HTTP","581","GET /ADSAdClient31.dll?GetSAd=&DPJS=4&PN=MSFT&ID=228E3701CDE567001C403586C9E5679A&MUID=228E3701CDE567001C403586C9E5679A&PG=uk9tx4&AP=1455 HTTP/1.1 "
"261","17.134969","94.245.117.45","10.20.0.165","TCP","1514","80  >  1716 [ACK] Seq=1 Ack=528 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"262","17.135024","94.245.117.45","10.20.0.165","HTTP","143","HTTP/1.1 200 OK  (text/html)"
"263","17.135080","10.20.0.165","94.245.117.45","TCP","54","1716  >  80 [ACK] Seq=528 Ack=1550 Win=65535 Len=0"
"264","17.140364","94.245.117.45","10.20.0.165","TCP","1514","80  >  1713 [ACK] Seq=1044 Ack=1051 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"265","17.140427","94.245.117.45","10.20.0.165","HTTP","101","HTTP/1.1 200 OK  (text/html)"
"266","17.140484","10.20.0.165","94.245.117.45","TCP","54","1713  >  80 [ACK] Seq=1051 Ack=2551 Win=65535 Len=0"
"267","17.230565","10.20.0.165","89.101.160.4","DNS","75","Standard query 0xf8e1 A exp.www.msn.com"
"268","17.263208","10.20.0.165","89.101.160.4","DNS","83","Standard query 0xede0 A ad-emea.doubleclick.net"
"269","17.299084","94.245.117.45","10.20.0.165","TCP","1514","80  >  1718 [ACK] Seq=1 Ack=528 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"270","17.299761","94.245.117.45","10.20.0.165","HTTP","318","HTTP/1.1 200 OK  (text/html)"
"271","17.299835","10.20.0.165","94.245.117.45","TCP","54","1718  >  80 [ACK] Seq=528 Ack=1725 Win=65535 Len=0"
"272","17.304632","94.245.117.45","10.20.0.165","TCP","1514","80  >  1717 [ACK] Seq=1 Ack=528 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"273","17.304743","94.245.117.45","10.20.0.165","HTTP","300","HTTP/1.1 200 OK  (text/html)"
"274","17.304802","10.20.0.165","94.245.117.45","TCP","54","1717  >  80 [ACK] Seq=528 Ack=1707 Win=65535 Len=0"
"275","17.316181","89.101.160.4","10.20.0.165","DNS","133","Standard query response 0xf8e1 A exp.www.msn.com CNAME ro-msn.exp.glbdns.microsoft.com A 65.55.18.18"
"276","17.316286","89.101.160.4","10.20.0.165","DNS","136","Standard query response 0xede0 A ad-emea.doubleclick.net CNAME dart.l.doubleclick.net A 209.85.143.149 A 209.85.143.148"
"277","17.316903","10.20.0.165","209.85.143.149","TCP","62","1719  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"278","17.326043","10.20.0.165","65.55.18.18","TCP","62","1720  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"279","17.331653","209.85.143.149","10.20.0.165","TCP","62","80  >  1719 [SYN, ACK] Seq=0 Ack=1 Win=5720 Len=0 MSS=1430 SACK_PERM"
"280","17.331690","10.20.0.165","209.85.143.149","TCP","54","1719  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"281","17.389526","10.20.0.165","209.85.143.149","HTTP","573","GET /adj/N5851.124621.MSNUK/B5949949;sz=728x90;dcopt=rcl;click0=http://wrapper.g.msn.com/GRedirect.aspx?g.msn.com/2AD0005R/1000000000053642.1?!&&PID=9358860&UIT=G&TargetID=100012534&AN=1479674066&PG=UK9HSB&ASID=0add43b927784618831959467dfe94cc&destination=;ord=1479674066? HTTP/1.1 "
"282","17.390345","10.20.0.165","65.55.18.18","TCP","62","1721  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"283","17.408014","209.85.143.149","10.20.0.165","TCP","60","80  >  1719 [ACK] Seq=1 Ack=520 Win=6432 Len=0"
"284","17.441250","209.85.143.149","10.20.0.165","TCP","1484","80  >  1719 [ACK] Seq=1 Ack=520 Win=6432 Len=1430 [TCP segment of a reassembled PDU]"
"285","17.442079","209.85.143.149","10.20.0.165","TCP","1460","80  >  1719 [PSH, ACK] Seq=1431 Ack=520 Win=6432 Len=1406 [TCP segment of a reassembled PDU]"
"286","17.442142","10.20.0.165","209.85.143.149","TCP","54","1719  >  80 [ACK] Seq=520 Ack=2837 Win=65535 Len=0"
"287","17.443651","209.85.143.149","10.20.0.165","TCP","1484","80  >  1719 [ACK] Seq=2837 Ack=520 Win=6432 Len=1430 [TCP segment of a reassembled PDU]"
"288","17.443799","209.85.143.149","10.20.0.165","TCP","1484","80  >  1719 [ACK] Seq=4267 Ack=520 Win=6432 Len=1430 [TCP segment of a reassembled PDU]"
"289","17.443844","10.20.0.165","209.85.143.149","TCP","54","1719  >  80 [ACK] Seq=520 Ack=5697 Win=65535 Len=0"
"290","17.443870","209.85.143.149","10.20.0.165","TCP","1290","80  >  1719 [PSH, ACK] Seq=5697 Ack=520 Win=6432 Len=1236 [TCP segment of a reassembled PDU]"
"291","17.443927","10.20.0.165","209.85.143.149","TCP","54","1719  >  80 [ACK] Seq=520 Ack=6933 Win=64299 Len=0"
"292","17.443958","209.85.143.149","10.20.0.165","TCP","167","80  >  1719 [PSH, ACK] Seq=6933 Ack=520 Win=6432 Len=113 [TCP segment of a reassembled PDU]"
"293","17.452875","209.85.143.149","10.20.0.165","TCP","1484","80  >  1719 [ACK] Seq=7046 Ack=520 Win=6432 Len=1430 [TCP segment of a reassembled PDU]"
"294","17.452932","10.20.0.165","209.85.143.149","TCP","54","1719  >  80 [ACK] Seq=520 Ack=8476 Win=65535 Len=0"
"295","17.452958","209.85.143.149","10.20.0.165","HTTP","608","HTTP/1.1 200 OK  (application/x-javascript)"
"296","17.497859","65.55.18.18","10.20.0.165","TCP","62","80  >  1720 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1460 SACK_PERM"
"297","17.497909","10.20.0.165","65.55.18.18","TCP","54","1720  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"298","17.512471","10.20.0.165","65.55.18.18","HTTP","715","GET /msn/msnhp_uk_ttg?rid=c5023591b7fc483f960be9e7ef5a80ae&ts=634539306974067778&di=179&pi=7441&ps=10225&tp=http%3A%2F%2Fuk.msn.com%2Fdefault.aspx&ty=TBCB HTTP/1.1 "
"299","17.572538","65.55.18.18","10.20.0.165","TCP","62","80  >  1721 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1460 SACK_PERM"
"300","17.572582","10.20.0.165","65.55.18.18","TCP","54","1721  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"301","17.573059","10.20.0.165","65.55.18.18","HTTP","715","GET /msn/msnhp_uk_ttg?rid=c5023591b7fc483f960be9e7ef5a80ae&ts=634539306974067778&di=179&pi=7441&ps=10225&tp=http%3A%2F%2Fuk.msn.com%2Fdefault.aspx&ty=TACB HTTP/1.1 "
"302","17.638123","10.20.0.165","209.85.143.149","TCP","54","1719  >  80 [ACK] Seq=520 Ack=9030 Win=64981 Len=0"
"303","17.684714","65.55.18.18","10.20.0.165","HTTP","424","HTTP/1.1 200 OK  (GIF89a)"
"304","17.685226","10.20.0.165","65.55.18.18","HTTP","713","GET /msn/msnhp_uk_ttg?rid=c5023591b7fc483f960be9e7ef5a80ae&ts=634539306974067778&di=179&pi=7441&ps=10225&tp=http%3A%2F%2Fuk.msn.com%2Fdefault.aspx&ty=tl HTTP/1.1 "
"305","17.743799","65.55.18.18","10.20.0.165","HTTP","424","HTTP/1.1 200 OK  (GIF89a)"
"306","17.856990","10.20.0.165","65.55.18.18","TCP","54","1721  >  80 [ACK] Seq=662 Ack=371 Win=65165 Len=0"
"307","17.860421","65.55.18.18","10.20.0.165","HTTP","424","HTTP/1.1 200 OK  (GIF89a)"
"308","17.980951","10.20.0.165","209.85.143.149","HTTP","486","GET /activity;src=2326173;met=1;v=1;pid=72676706;aid=247378292;ko=0;cid=44507989;rid=44525777;rv=2;&timestamp=1318333898975;eid1=9;ecn1=1;etm1=0; HTTP/1.1 "
"309","17.983173","10.20.0.165","209.85.143.149","TCP","54","1719  >  80 [RST, ACK] Seq=952 Ack=9030 Win=0 Len=0"
"310","17.985763","10.20.0.165","209.85.143.149","TCP","62","1722  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"311","18.002074","209.85.143.149","10.20.0.165","TCP","62","80  >  1722 [SYN, ACK] Seq=0 Ack=1 Win=5720 Len=0 MSS=1430 SACK_PERM"
"312","18.002111","10.20.0.165","209.85.143.149","TCP","54","1722  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"313","18.002509","10.20.0.165","209.85.143.149","HTTP","617","GET /adj/N5851.124621.MSNUK/B5949949.2;sz=300x250;dcopt=rcl;click0=http://wrapper.g.msn.com/GRedirect.aspx?g.msn.com/2AD0005R/29000000000099086.1?!&&PID=9240833&UIT=G&TargetID=100008621&AN=1645887543&PG=UK9REN&ASID=85e54a8ea63a43e8a17a02de7dd45760&destination=;ord=1645887543? HTTP/1.1 "
"314","18.018094","209.85.143.149","10.20.0.165","TCP","60","80  >  1722 [ACK] Seq=1 Ack=564 Win=6756 Len=0"
"315","18.052202","10.20.0.165","65.55.18.18","TCP","54","1720  >  80 [ACK] Seq=1321 Ack=741 Win=64795 Len=0"
"316","18.052618","209.85.143.149","10.20.0.165","HTTP","499","HTTP/1.1 302 Moved Temporarily "
"317","18.053074","10.20.0.165","89.101.160.4","DNS","78","Standard query 0x22ef A ad.doubleclick.net"
"318","18.065112","89.101.160.4","10.20.0.165","DNS","131","Standard query response 0x22ef A ad.doubleclick.net CNAME dart.l.doubleclick.net A 209.85.143.148 A 209.85.143.149"
"319","18.065674","10.20.0.165","209.85.143.148","TCP","62","1723  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"320","18.082281","209.85.143.148","10.20.0.165","TCP","62","80  >  1723 [SYN, ACK] Seq=0 Ack=1 Win=5720 Len=0 MSS=1430 SACK_PERM"
"321","18.082321","10.20.0.165","209.85.143.148","TCP","54","1723  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"322","18.082829","10.20.0.165","209.85.143.148","HTTP","616","GET /noidadj/N5851.124621.MSNUK/B5949949.2;sz=300x250;dcopt=rcl;click0=http://wrapper.g.msn.com/GRedirect.aspx?g.msn.com/2AD0005R/29000000000099086.1?!&&PID=9240833&UIT=G&TargetID=100008621&AN=1645887543&PG=UK9REN&ASID=85e54a8ea63a43e8a17a02de7dd45760&destination=;ord=1645887543? HTTP/1.1 "
"323","18.097193","209.85.143.148","10.20.0.165","TCP","60","80  >  1723 [ACK] Seq=1 Ack=563 Win=6744 Len=0"
"324","18.206187","209.85.143.148","10.20.0.165","TCP","1484","80  >  1723 [ACK] Seq=1 Ack=563 Win=6744 Len=1430 [TCP segment of a reassembled PDU]"
"325","18.206238","209.85.143.148","10.20.0.165","TCP","1460","80  >  1723 [PSH, ACK] Seq=1431 Ack=563 Win=6744 Len=1406 [TCP segment of a reassembled PDU]"
"326","18.206298","10.20.0.165","209.85.143.148","TCP","54","1723  >  80 [ACK] Seq=563 Ack=2837 Win=65535 Len=0"
"327","18.207761","209.85.143.148","10.20.0.165","TCP","1484","80  >  1723 [ACK] Seq=2837 Ack=563 Win=6744 Len=1430 [TCP segment of a reassembled PDU]"
"328","18.207849","209.85.143.148","10.20.0.165","TCP","1484","80  >  1723 [ACK] Seq=4267 Ack=563 Win=6744 Len=1430 [TCP segment of a reassembled PDU]"
"329","18.207916","10.20.0.165","209.85.143.148","TCP","54","1723  >  80 [ACK] Seq=563 Ack=5697 Win=65535 Len=0"
"330","18.208284","209.85.143.148","10.20.0.165","TCP","1290","80  >  1723 [PSH, ACK] Seq=5697 Ack=563 Win=6744 Len=1236 [TCP segment of a reassembled PDU]"
"331","18.208361","10.20.0.165","209.85.143.148","TCP","54","1723  >  80 [ACK] Seq=563 Ack=6933 Win=64299 Len=0"
"332","18.208387","209.85.143.148","10.20.0.165","TCP","167","80  >  1723 [PSH, ACK] Seq=6933 Ack=563 Win=6744 Len=113 [TCP segment of a reassembled PDU]"
"333","18.253382","10.20.0.165","209.85.143.149","TCP","54","1722  >  80 [ACK] Seq=564 Ack=446 Win=65090 Len=0"
"334","18.270062","209.85.143.149","10.20.0.165","TCP","499","[TCP Spurious Retransmission] 80  >  1722 [PSH, ACK] Seq=1 Ack=564 Win=6756 Len=445"
"335","18.270092","10.20.0.165","209.85.143.149","TCP","54","[TCP Dup ACK 333#1] 1722  >  80 [ACK] Seq=564 Ack=446 Win=65090 Len=0"
"336","18.284259","209.85.143.148","10.20.0.165","TCP","1484","80  >  1723 [ACK] Seq=7046 Ack=563 Win=6744 Len=1430 [TCP segment of a reassembled PDU]"
"337","18.284319","10.20.0.165","209.85.143.148","TCP","54","1723  >  80 [ACK] Seq=563 Ack=8476 Win=65535 Len=0"
"338","18.284645","209.85.143.148","10.20.0.165","TCP","1484","80  >  1723 [ACK] Seq=8476 Ack=563 Win=6744 Len=1430 [TCP segment of a reassembled PDU]"
"339","18.284830","209.85.143.148","10.20.0.165","TCP","1290","80  >  1723 [PSH, ACK] Seq=9906 Ack=563 Win=6744 Len=1236 [TCP segment of a reassembled PDU]"
"340","18.284891","10.20.0.165","209.85.143.148","TCP","54","1723  >  80 [ACK] Seq=563 Ack=11142 Win=65535 Len=0"
"341","18.284918","209.85.143.148","10.20.0.165","HTTP","805","HTTP/1.1 200 OK  (application/x-javascript)"
"342","18.371868","10.20.0.165","89.101.160.4","DNS","85","Standard query 0xa8ee A motifcdn2.doubleclick.net"
"343","18.384780","89.101.160.4","10.20.0.165","DNS","195","Standard query response 0xa8ee A motifcdn2.doubleclick.net CNAME motifcdn2.doubleclick.net.edgesuite.net CNAME a509.g.akamai.net A 92.122.127.240 A 92.122.126.240"
"344","18.385369","10.20.0.165","92.122.127.240","TCP","62","1724  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM"
"345","18.410787","92.122.127.240","10.20.0.165","TCP","62","80  >  1724 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM"
"346","18.410824","10.20.0.165","92.122.127.240","TCP","54","1724  >  80 [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"347","18.411252","10.20.0.165","92.122.127.240","HTTP","528","GET /EMEA/js/UK_MSN_Leaderboard.js HTTP/1.1 "
"348","18.436055","92.122.127.240","10.20.0.165","TCP","60","80  >  1724 [ACK] Seq=1 Ack=475 Win=6432 Len=0"
"349","18.436183","92.122.127.240","10.20.0.165","HTTP","283","HTTP/1.1 304 Not Modified "
"350","18.454508","10.20.0.165","209.85.143.148","TCP","54","1723  >  80 [ACK] Seq=563 Ack=11893 Win=64784 Len=0"
"351","18.555125","10.20.0.165","92.122.127.240","TCP","54","1724  >  80 [ACK] Seq=475 Ack=230 Win=65306 Len=0"
"352","22.916957","10.20.0.165","94.245.115.205","HTTP","631","GET /?ocid=iefvrt&euid=228E3701CDE567001C403586C9E5679A&userGroup=:5&PM=z:1&weaDegreeType=C HTTP/1.1 "
"353","22.941007","94.245.115.205","10.20.0.165","TCP","1514","80  >  1703 [ACK] Seq=33286 Ack=1006 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
"354","22.941067","94.245.115.205","10.20.0.165","TCP","1514","80  >  1703 [ACK] Seq=34746 Ack=1006 Win=8190 Len=1460 [TCP segment of a reassembled PDU]"
